Sample	Chrom	Pos
PD49228b_lo0630	14	51554268
PD49228b_lo0638	8	30885270
PD49228b_lo0639	12	49531234
PD49228b_lo0639	12	55366099
PD49228b_lo0639	15	77229746
PD49228b_lo0639	17	60020357
PD49228b_lo0639	20	832164
PD49228b_lo0640	20	30120628
PD49228b_lo0643	6	111330388
PD49228b_lo0648	12	51099553
PD49228b_lo0650	17	54919461
PD49228b_lo0669	7	33064392
PD49228b_lo0669	11	9721722
PD49228b_lo0669	12	56923734
PD49228b_lo0670	1	114311350
PD49228b_lo0672	1	44359965
PD49228b_lo0672	16	2180142
PD49228b_lo0672	20	39674808
PD49229b_lo0448	3	51649599
PD49229b_lo0453	1	45866088
PD49229b_lo0453	1	234771934
PD49229b_lo0456	1	69241327
PD49229b_lo0456	4	47458315
PD49229b_lo0456	12	7043568
PD49229b_lo0456	17	29666331
PD49229b_lo0456	hs37d5	19530942
PD49229b_lo0456	hs37d5	30009365
PD49229b_lo0459	17	7404044
PD49229b_lo0461	17	63016607
PD49229b_lo0463	11	66962231
PD49229b_lo0464	3	132180548
PD49229b_lo0465	2	144906010
PD49229b_lo0465	4	103962182
PD49229b_lo0465	7	135630401
PD49229b_lo0465	12	46172384
PD49229b_lo0470	1	157966
PD49229b_lo0470	2	231994419
PD49229b_lo0470	12	116635847
PD49229b_lo0470	15	34599200
PD49229b_lo0473	18	29444299
PD49229b_lo0474	2	41072385
PD49229b_lo0476	6	30469472
PD49229b_lo0479	1	40520952
PD49229b_lo0482	X	50501967
PD49229b_lo0484	4	54087470
PD49229b_lo0485	X	154017696
PD49229b_lo0486	3	48996844
PD49229b_lo0487	19	35440246
PD49229b_lo0488	15	90789091
PD49229b_lo0489	1	21318379
PD49229b_lo0490	11	61749579
PD49229b_lo0492	11	130391658
PD49229b_lo0492	22	42445366
PD49229b_lo0493	X	154017696
PD49229b_lo0495	1	89156371
PD49229b_lo0495	2	75001114
PD49229b_lo0495	7	20243975
PD49229b_lo0496	12	54772702
PD49229b_lo0496	17	35801459
PD49229b_lo0497	11	118981472
PD49229b_lo0499	17	7781356
PD49229b_lo0501	1	155785671
PD49229b_lo0501	4	160062478
PD49229b_lo0504	1	8545323
PD49229b_lo0504	16	20745798
PD49229b_lo0505	11	118981352
PD49229b_lo0507	12	57015147
PD49229b_lo0507	12	121313960
PD49229b_lo0508	7	148542040
PD49229b_lo0509	7	26798728
PD49229b_lo0509	10	76697657
PD49229b_lo0509	17	73854085
PD49229b_lo0512	1	8545591
PD49229b_lo0512	16	20745798
PD49229b_lo0520	12	12090477
PD49229b_lo0520	19	10407572
PD49229b_lo0520	X	110987009
PD49229b_lo0522	9	35516301
PD49229b_lo0525	1	161886267
PD49229b_lo0526	17	7562644
PD49229b_lo0531	17	2409802
PD49229b_lo0531	17	3932589
PD49229b_lo0534	19	43012986
PD49229b_lo0537	1	59776116
PD49229b_lo0538	17	42551454
PD49229b_lo0540	11	64640981
PD49229b_lo0546	10	16535779
PD49229b_lo0546	20	3954717
PD49229b_lo0550	19	11444322
PD49229b_lo0552	10	198303
PD49229b_lo0552	19	35171894
PD49229b_lo0553	14	102441022
PD49229b_lo0557	1	155437556
PD49229b_lo0557	15	91116665
PD49229b_lo0559	22	36384442
PD49229b_lo0560	14	58954514
PD49229b_lo0565	9	136126802
PD49229b_lo0566	8	52539668
PD49229b_lo0569	17	76750479
PD49229b_lo0573	6	4133320
PD49229b_lo0573	19	10776776
PD49229b_lo0577	14	106498043
PD49229b_lo0577	21	38735136
PD49229b_lo0578	11	65676239
PD49229b_lo0581	1	1124222
PD49229b_lo0585	12	55370902
PD49229b_lo0589	4	82214671
PD49229b_lo0589	6	35625646
PD49229b_lo0589	11	1004790
PD49229b_lo0590	6	29919127
PD49229b_lo0590	7	7830963
PD49229b_lo0590	17	7262423
PD49229b_lo0591	17	57702124
PD49229b_lo0592	1	16181794
PD49229b_lo0592	1	93704920
PD49229b_lo0596	11	63496071
PD49229b_lo0598	1	160560520
PD49229b_lo0598	1	169927140
PD49229b_lo0599	1	76514640
PD49229b_lo0599	8	80928748
PD49229b_lo0599	9	12705238
PD49229b_lo0603	4	113189601
PD49229b_lo0603	20	46211279
PD49229b_lo0604	1	155306404
PD49229b_lo0605	17	58697806
PD49229b_lo0609	6	144720870
PD49229b_lo0609	9	113535724
PD49229b_lo0613	4	23320568
PD49229b_lo0613	9	136035265
PD49229b_lo0613	11	22860717
PD49229b_lo0613	13	44993473
PD49229b_lo0613	16	18892356
PD49229b_lo0613	20	33405964
PD49229b_lo0614	11	118351489
PD49229b_lo0615	1	160560461
PD49229b_lo0615	1	169927169
PD49229b_lo0616	2	202302495
PD49229b_lo0619	5	14615013
PD49229b_lo0619	21	39798059
PD49229b_lo0621	15	64849053
PD49229b_lo0622	6	32304345
PD49229b_lo0622	17	46369638
PD49229b_lo0622	18	41866144
PD49229b_lo0623	1	42950708
PD49229b_lo0623	3	196101048
PD49229b_lo0623	15	68437646
PD49229b_lo0625	1	156134932
PD49229b_lo0625	17	40414546
PD49229b_lo0627	12	54829092
PD49229b_lo0640	6	31757080
PD49229b_lo0643	1	150718626
PD49229b_lo0644	13	46596516
PD49229b_lo0644	X	133546593
PD49229b_lo0647	17	75157071
PD49229b_lo0648	17	2365707
PD49229b_lo0649	17	2365617
PD49229b_lo0655	17	75157071
PD49229b_lo0656	15	44813276
PD49229b_lo0657	1	153825252
PD49229b_lo0659	3	197510486
PD49229b_lo0661	8	71137347
PD49229b_lo0661	16	89417817
PD49229b_lo0663	17	46483004
PD49229b_lo0668	11	36662092
PD49229b_lo0668	19	50021640
PD49229b_lo0670	1	155492381
PD49229b_lo0670	10	73602535
PD49229b_lo0672	15	44813307
PD49229b_lo0676	19	50359402
PD49229b_lo0677	15	72156852
PD49229b_lo0677	17	43621507
PD49229b_lo0677	17	44595806
PD49229b_lo0677	22	24687256
PD49229b_lo0678	6	109473025
PD49229b_lo0680	4	82187426
PD49229b_lo0682	19	54951285
PD49229b_lo0685	13	100338305
PD49229b_lo0687	22	41288932
PD49229b_lo0689	17	40619158
PD49229b_lo0694	19	16609088
PD49229b_lo0697	2	62333674
PD49229b_lo0698	11	34924127
PD49229b_lo0698	14	75501860
PD49229b_lo0700	1	37935414
PD49229b_lo0701	16	16212102
PD49229b_lo0702	1	155690819
PD49229b_lo0702	11	17343495
PD49229b_lo0702	12	46856628
PD49229b_lo0702	12	58186857
PD49229b_lo0704	8	106234882
PD49229b_lo0707	1	63284578
PD49229b_lo0707	2	61564368
PD49229b_lo0707	8	50254905
PD49229b_lo0707	22	39559306
PD49229b_lo0708	2	219382392
PD49229b_lo0708	17	80503567
PD49229b_lo0710	1	43947269
PD49229b_lo0711	14	106335335
PD49229b_lo0714	2	201244453
PD49229b_lo0717	9	132709383
PD49229b_lo0721	7	102406570
PD49229b_lo0721	15	43072346
PD49229b_lo0722	2	63768729
PD49229b_lo0723	1	155492288
PD49229b_lo0723	10	73602464
PD49229b_lo0726	X	122006556
PD49229b_lo0727	11	118351404
PD49229b_lo0728	14	91468899
PD49229b_lo0736	2	194001043
PD49229b_lo0736	3	69828112
PD49229b_lo0737	15	70993703
PD49229b_lo0743	12	8140943
PD49229b_lo0745	20	40064805
PD49229b_lo0747	2	63768989
PD49229b_lo0751	16	67654629
PD49229b_lo0754	8	38222492
PD49229b_lo0754	15	55115052
PD49229b_lo0757	11	118351297
PD49229b_lo0758	8	95845470
PD49229b_lo0762	17	43644630
PD49229b_lo0762	22	40453779
PD49229b_lo0763	17	73250657
PD49229b_lo0768	11	71609550
PD49229b_lo0768	12	51052111
PD49229b_lo0768	12	53868574
PD49229b_lo0772	6	66408214
PD49229b_lo0773	1	21397038
PD49229b_lo0775	6	62973506
PD49229b_lo0777	12	58103371
PD49229b_lo0780	17	1568420
PD49229b_lo0781	9	12653540
PD49229b_lo0781	9	71831623
PD49229b_lo0784	6	32587841
PD49229b_lo0784	7	20453627
PD49229b_lo0784	11	65402430
PD49229b_lo0784	13	49843553
PD49229b_lo0784	19	34906305
PD49229b_lo0784	20	62349588
PD49229b_lo0785	8	87442247
PD49229b_lo0785	16	53283508
PD49229b_lo0788	16	17418877
PD49229b_lo0788	16	68179605
PD49229b_lo0788	17	57139107
PD49229b_lo0793	18	33602580
PD49229b_lo0797	9	134289150
PD49229b_lo0801	5	130805733
PD49229b_lo0804	18	33602626
PD49229b_lo0806	11	65175853
PD49229b_lo0815	11	122762892
PD49229b_lo0815	13	71442843
PD49229b_lo0816	11	118126876
PD49229b_lo0816	GL000220.1	104194
PD49229b_lo0817	1	22072029
PD49229b_lo0818	7	143164806
PD49229b_lo0819	6	34322948
PD49229b_lo0820	19	12795868
PD49229b_lo0821	7	27641721
PD49229b_lo0822	16	22022839
PD49229b_lo0824	6	25373140
PD49229b_lo0824	16	69492213
PD49229b_lo0826	6	33015588
PD49229b_lo0834	2	43710555
PD49229b_lo0834	4	91640028
PD49229b_lo0834	13	46836919
PD49229b_lo0835	2	29170899
PD49229b_lo0835	16	12496734
PD49229b_lo0836	12	7040710
PD49229b_lo0837	1	23360502
PD49229b_lo0837	6	45321422
PD49229b_lo0837	9	130592949
PD49229b_lo0837	12	112765499
PD49229b_lo0837	19	12710043
PD49229b_lo0838	17	29624915
PD49229b_lo0840	11	118351534
PD49229b_lo0842	6	33362980
PD49229b_lo0842	11	72748312
PD49229b_lo0842	21	38812332
PD49229b_lo0843	1	23360438
PD49229b_lo0843	6	45321313
PD49229b_lo0843	9	130592945
PD49229b_lo0843	12	112765480
PD49229b_lo0843	19	12709789
PD49229b_lo0845	11	72619087
PD49229b_lo0846	11	71858447
PD49229b_lo0846	11	95601741
PD49229b_lo0846	12	49339587
PD49229b_lo0849	1	155896367
PD49229b_lo0849	6	111050160
PD49229b_lo0849	14	89988629
PD49229b_lo0854	1	21215697
PD49229b_lo0854	1	225967558
PD49229b_lo0854	2	73749010
PD49229b_lo0854	10	76751911
PD49229b_lo0854	11	65941542
PD49229b_lo0858	1	155949676
PD49229b_lo0858	11	3795030
PD49229b_lo0863	11	67873555
PD49229b_lo0863	11	67877886
PD49229b_lo0864	9	75634943
PD49229b_lo0864	15	62316006
PD49229b_lo0864	17	28823441
PD49229b_lo0864	21	21619266
PD49229b_lo0865	2	124496434
PD49229b_lo0866	11	111030140
PD49229b_lo0876	9	75634983
PD49229b_lo0876	15	62315957
PD49229b_lo0876	17	28823481
PD49229b_lo0876	21	21619189
PD49229b_lo0877	12	56750273
PD49229b_lo0877	16	1765171
PD49229b_lo0878	1	159108533
PD49229b_lo0878	6	36025211
PD49229b_lo0878	19	15401509
PD49229b_lo0878	19	49456838
PD49229b_lo0879	1	11134324
PD49229b_lo0879	4	79764687
PD49229b_lo0879	8	117478208
PD49229b_lo0879	11	73267730
PD49229b_lo0881	2	28529655
PD49229b_lo0881	12	27625395
PD49229b_lo0881	18	46650898
PD49229b_lo0882	17	2109023
PD49229b_lo0885	6	32267864
PD49229b_lo0885	11	72641193
PD49229b_lo0885	12	62679468
PD49229b_lo0890	8	96274858
PD49229b_lo0891	X	41461168
PD49229b_lo0893	9	130017025
PD49229b_lo0900	15	51270492
PD49229b_lo0901	16	67071841
PD49229b_lo0904	9	91070173
PD49229b_lo0904	11	108114913
PD49229b_lo0904	14	67429819
PD49229b_lo0904	14	102257559
PD49229b_lo0911	18	19133865
PD49229b_lo0911	19	5615776
PD49229b_lo0912	16	48438552
PD49229b_lo0916	1	155869790
PD49229b_lo0916	2	37295765
PD49229b_lo0916	13	46046611
PD49229b_lo0916	17	27109316
PD49229b_lo0919	1	6898262
PD49229b_lo0924	1	37935254
PD49229b_lo0926	15	62331935
PD49229b_lo0929	6	136591404
PD49229b_lo0929	9	140349764
PD49229b_lo0936	11	66442697
PD49229b_lo0936	11	119125262
PD49229b_lo0937	2	166768098
PD49229b_lo0942	8	100263290
PD49229b_lo0945	9	86529910
PD49229b_lo0945	13	89259534
PD49229b_lo0946	2	219091325
PD49229b_lo0946	5	75978961
PD49229b_lo0946	8	68170045
PD49229b_lo0946	19	56836599
PD49229b_lo0949	3	48000300
PD49229b_lo0949	6	32299252
PD49229b_lo0949	15	55064588
PD49229b_lo0951	1	155663797
PD49229b_lo0951	1	160287594
PD49229b_lo0951	2	174976765
PD49229b_lo0952	8	30915741
PD49229b_lo0953	10	17226012
PD49229b_lo0953	17	7514338
PD49229b_lo0954	3	196845686
PD49229b_lo0958	11	66274310
PD49229b_lo0958	17	74313997
PD49229b_lo0958	18	19374773
PD49229b_lo0962	17	33978676
PD49229b_lo0966	1	27786151
PD49229b_lo0966	22	26084424
PD49229b_lo0966	22	51105422
PD49229b_lo0973	22	51087072
PD49229b_lo0974	19	13149248
PD49229b_lo0976	22	25125396
PD49229b_lo0984	2	241483152
PD49229b_lo0984	19	17525895
PD49229b_lo0985	11	65864881
PD49229b_lo0985	14	103125473
PD49229b_lo0986	12	7157855
PD49229b_lo0986	14	31052689
PD53373b_lo0002	1	12776885
PD53373b_lo0002	2	185476969
PD53373b_lo0002	3	43742081
PD53373b_lo0003	3	80787512
PD53373b_lo0003	3	151143892
PD53373b_lo0004	1	149329484
PD53373b_lo0004	1	149714805
PD53373b_lo0004	2	86835934
PD53373b_lo0004	11	58770408
PD53373b_lo0004	19	47449980
PD53373b_lo0004	21	17624070
PD53373b_lo0005	20	2888724
PD53373b_lo0006	11	66575841
PD53373b_lo0008	1	26446191
PD53373b_lo0009	12	121331766
PD53373b_lo0010	9	102981258
PD53373b_lo0010	14	73860722
PD53373b_lo0010	17	44751563
PD53373b_lo0011	17	42578297
PD53373b_lo0012	6	30491475
PD53373b_lo0012	9	135209405
PD53373b_lo0012	21	46618465
PD53373b_lo0013	17	4263499
PD53373b_lo0013	19	54047992
PD53373b_lo0014	1	120570470
PD53373b_lo0014	1	145250608
PD53373b_lo0014	15	66009976
PD53373b_lo0014	17	45424590
PD53373b_lo0015	9	28966192
PD53373b_lo0016	18	59929418
PD53373b_lo0017	3	168829491
PD53373b_lo0017	7	33023305
PD53373b_lo0017	17	43554600
PD53373b_lo0018	X	147423895
PD53373b_lo0019	19	52502361
PD53373b_lo0019	20	33033556
PD53373b_lo0020	11	3811071
PD53373b_lo0020	11	33207558
PD53373b_lo0021	11	9241530
PD53373b_lo0021	11	108116682
PD53373b_lo0021	12	53806876
PD53373b_lo0021	17	27766963
PD53373b_lo0021	17	40154029
PD53373b_lo0021	X	153778662
PD53373b_lo0022	1	61891845
PD53373b_lo0022	15	38762277
PD53373b_lo0022	15	63575759
PD53373b_lo0023	2	55874799
PD53373b_lo0025	12	52178448
PD53373b_lo0025	20	46180526
PD53373b_lo0026	2	64765270
PD53373b_lo0026	20	61479391
PD53373b_lo0027	1	197113566
PD53373b_lo0027	7	43719672
PD53373b_lo0027	10	56379028
PD53373b_lo0027	10	94085589
PD53373b_lo0027	19	16966683
PD53373b_lo0028	6	25636142
PD53373b_lo0029	1	161425414
PD53373b_lo0029	5	179114821
PD53373b_lo0029	6	30478997
PD53373b_lo0029	12	6941920
PD53373b_lo0029	17	73679723
PD53373b_lo0029	19	37858922
PD53373b_lo0029	19	48437440
PD53373b_lo0029	19	50607220
PD53373b_lo0031	1	46124373
PD53373b_lo0031	17	33729945
PD53373b_lo0031	17	73535192
PD53373b_lo0035	8	104155910
PD53373b_lo0035	16	18924742
PD53373b_lo0036	7	105739571
PD53373b_lo0037	1	221904535
PD53373b_lo0037	11	46364834
PD53373b_lo0038	1	21458227
PD53373b_lo0038	1	168027908
PD53373b_lo0038	1	170442672
PD53373b_lo0038	5	60480452
PD53373b_lo0038	7	40470877
PD53373b_lo0038	10	75214428
PD53373b_lo0038	11	47738737
PD53373b_lo0038	12	66346341
PD53373b_lo0038	15	51030581
PD53373b_lo0038	17	45234912
PD53373b_lo0038	19	55130599
PD53373b_lo0038	22	30371998
PD53373b_lo0039	6	32272847
PD53373b_lo0039	19	6845208
PD53373b_lo0040	17	79597767
PD53373b_lo0040	18	39587743
PD53373b_lo0041	11	64270641
PD53373b_lo0042	6	42806002
PD53373b_lo0044	7	105739488
PD53373b_lo0045	1	221904802
PD53373b_lo0045	11	46364683
PD53373b_lo0045	17	58297626
PD53373b_lo0045	17	60374825
PD53373b_lo0048	17	30322222
PD53373b_lo0048	19	14846544
PD53373b_lo0050	1	239957899
PD53373b_lo0050	17	2410636
PD53373b_lo0050	20	32153172
PD53373b_lo0051	16	50377540
PD53373b_lo0053	1	221904684
PD53373b_lo0053	11	46364720
PD53373b_lo0053	17	58297511
PD53373b_lo0054	13	41185710
PD53373b_lo0057	22	46695899
PD53373b_lo0058	1	239957899
PD53373b_lo0058	17	2410547
PD53373b_lo0058	20	32153295
PD53373b_lo0060	15	41729081
PD53373b_lo0060	18	52965973
PD53373b_lo0060	21	40029844
PD53373b_lo0061	4	89414798
PD53373b_lo0061	6	31663361
PD53373b_lo0061	17	35329693
PD53373b_lo0061	20	49552791
PD53373b_lo0062	13	41185653
PD53373b_lo0064	1	154196753
PD53373b_lo0064	12	54664537
PD53373b_lo0064	15	51767688
PD53373b_lo0064	17	38403314
PD53373b_lo0064	19	14565483
PD53373b_lo0064	X	154273308
PD53373b_lo0065	5	96312343
PD53373b_lo0066	3	150136520
PD53373b_lo0066	11	10135640
PD53373b_lo0066	11	65942038
PD53373b_lo0066	15	94987171
PD53373b_lo0066	19	10745847
PD53373b_lo0066	19	12795946
PD53373b_lo0066	20	47347275
PD53373b_lo0068	1	93579674
PD53373b_lo0068	6	83872810
PD53373b_lo0068	15	75224464
PD53373b_lo0068	16	67641567
PD53373b_lo0068	16	88726369
PD53373b_lo0068	19	53989110
PD53373b_lo0069	1	28334048
PD53373b_lo0069	1	169266520
PD53373b_lo0069	5	107515683
PD53373b_lo0069	12	10215672
PD53373b_lo0069	15	38168300
PD53373b_lo0069	15	90548163
PD53373b_lo0070	7	76825516
PD53373b_lo0070	11	64638889
PD53373b_lo0071	9	100710809
PD53373b_lo0071	17	76812173
PD53373b_lo0072	1	25806356
PD53373b_lo0072	7	91610417
PD53373b_lo0072	X	96207734
PD53373b_lo0073	5	96311945
PD53373b_lo0074	19	13186595
PD53373b_lo0075	16	89797841
PD53373b_lo0075	21	26801365
PD53373b_lo0076	1	93579882
PD53373b_lo0076	16	67641565
PD53373b_lo0079	16	67095336
PD53373b_lo0080	4	48631728
PD53373b_lo0080	4	106171587
PD53373b_lo0080	16	47148636
PD53373b_lo0080	16	50822298
PD53373b_lo0081	2	185476969
PD53373b_lo0082	3	52608377
PD53373b_lo0082	10	103703390
PD53373b_lo0083	17	30328146
PD53373b_lo0084	7	99960686
PD53373b_lo0085	18	5480503
PD53373b_lo0086	3	3256579
PD53373b_lo0087	16	15209519
PD53373b_lo0089	2	185476913
PD53373b_lo0090	1	46001853
PD53373b_lo0092	4	48204088
PD53373b_lo0092	20	62483832
PD53373b_lo0093	18	5480486
PD53373b_lo0094	12	46322015
PD53373b_lo0094	15	49745538
PD53373b_lo0095	2	109349561
PD53373b_lo0095	4	128939052
PD53373b_lo0095	8	114610892
PD53373b_lo0095	9	123581605
PD53373b_lo0095	15	50906025
PD53373b_lo0095	18	68321903
PD53373b_lo0096	2	41125792
PD53373b_lo0096	8	96161544
PD53373b_lo0096	9	125078441
PD53373b_lo0099	9	140234872
PD53373b_lo0102	17	2024763
PD53373b_lo0103	17	17193514
PD53373b_lo0103	22	41537012
PD53373b_lo0105	10	63267861
PD53373b_lo0105	20	2888667
PD53373b_lo0106	4	151626484
PD53373b_lo0106	12	66246862
PD53373b_lo0106	hs37d5	22422597
PD53373b_lo0106	hs37d5	26284088
PD53373b_lo0106	hs37d5	29727193
PD53373b_lo0108	1	29342846
PD53373b_lo0108	4	71848016
PD53373b_lo0108	11	119119143
PD53373b_lo0108	15	81539636
PD53373b_lo0108	17	7379829
PD53373b_lo0108	21	34945588
PD53373b_lo0110	1	23423924
PD53373b_lo0110	19	2912596
PD53373b_lo0110	20	5565450
PD53373b_lo0113	17	45250578
PD53373b_lo0114	6	35630459
PD53373b_lo0115	1	16239438
PD53373b_lo0115	1	27066382
PD53373b_lo0115	3	48867743
PD53373b_lo0115	5	145594105
PD53373b_lo0115	8	9542660
PD53373b_lo0118	8	21829564
PD53373b_lo0118	9	36159690
PD53373b_lo0118	19	887920
PD53373b_lo0119	7	8266776
PD53373b_lo0119	7	99176340
PD53373b_lo0119	8	116534673
PD53373b_lo0119	10	65167213
PD53373b_lo0120	3	126251750
PD53373b_lo0120	7	130747936
PD53373b_lo0120	8	104276538
PD53373b_lo0120	16	67077869
PD53373b_lo0120	19	30481880
PD53373b_lo0120	X	46328289
PD53373b_lo0121	6	31500977
PD53373b_lo0121	22	51128341
PD53373b_lo0122	9	20659364
PD53373b_lo0122	10	27820607
PD53373b_lo0122	21	23881312
PD53373b_lo0124	11	72788829
PD53373b_lo0124	11	73251857
PD53373b_lo0124	19	51755891
PD53373b_lo0125	12	51613513
PD53373b_lo0125	15	74294619
PD53373b_lo0126	11	63467198
PD53373b_lo0126	11	65928570
PD53373b_lo0126	15	81539592
PD53373b_lo0126	16	2117321
PD53373b_lo0126	19	51678576
PD53373b_lo0126	21	34945590
PD53373b_lo0126	21	38528239
PD53373b_lo0127	6	87904261
PD53373b_lo0127	15	58952915
PD53373b_lo0129	17	25637573
PD53373b_lo0130	15	20685888
PD53373b_lo0130	15	23353337
PD53373b_lo0130	15	28859992
PD53373b_lo0133	5	139557891
PD53373b_lo0133	19	42066930
PD53373b_lo0133	X	2055286
PD53373b_lo0134	1	22081145
PD53373b_lo0134	1	144515480
PD53373b_lo0134	1	150780505
PD53373b_lo0134	7	45051175
PD53373b_lo0134	12	2478913
PD53373b_lo0135	1	156160631
PD53373b_lo0135	17	76003561
PD53373b_lo0137	17	53191129
PD53373b_lo0138	1	21458207
PD53373b_lo0138	1	170442482
PD53373b_lo0138	5	60480455
PD53373b_lo0138	7	40470887
PD53373b_lo0138	10	75214467
PD53373b_lo0138	11	47738657
PD53373b_lo0138	12	66346390
PD53373b_lo0138	15	51030496
PD53373b_lo0138	17	45234913
PD53373b_lo0138	19	55130464
PD53373b_lo0138	22	30372111
PD53373b_lo0141	9	113636753
PD53373b_lo0141	15	67879033
PD53373b_lo0142	15	44947156
PD53373b_lo0143	8	38867736
PD53373b_lo0143	9	135791961
PD53373b_lo0143	11	66425155
PD53373b_lo0143	11	118124769
PD53373b_lo0144	1	21482808
PD53373b_lo0145	2	44449464
PD53373b_lo0145	13	84937190
PD53373b_lo0147	19	10837952
PD53373b_lo0148	1	226457665
PD53373b_lo0148	8	119105000
PD53373b_lo0148	12	50985332
PD53373b_lo0149	12	57058368
PD53373b_lo0149	15	64082918
PD53373b_lo0150	1	150358091
PD53373b_lo0150	11	72816605
PD53373b_lo0151	12	111957750
PD53373b_lo0152	6	47234155
PD53373b_lo0152	8	14225656
PD53373b_lo0152	12	27116492
PD53373b_lo0152	16	56461407
PD53373b_lo0152	17	45613034
PD53373b_lo0152	19	49855354
PD53373b_lo0152	20	37649250
PD53373b_lo0153	5	176580632
PD53373b_lo0153	15	57158778
PD53373b_lo0153	15	72543099
PD53373b_lo0153	17	4196663
PD53373b_lo0154	5	138644776
PD53373b_lo0154	17	41592665
PD53373b_lo0155	1	6679190
PD53373b_lo0155	6	135716653
PD53373b_lo0155	20	62675306
PD53373b_lo0157	9	99753408
PD53373b_lo0157	11	63526117
PD53373b_lo0157	12	124444558
PD53373b_lo0159	1	11023004
PD53373b_lo0160	1	35775328
PD53373b_lo0160	2	59225546
PD53373b_lo0160	16	89802599
PD53373b_lo0160	21	40594770
PD53373b_lo0161	1	150656027
PD53373b_lo0161	4	2631539
PD53373b_lo0161	12	109075556
PD53373b_lo0163	1	171866293
PD53373b_lo0163	4	157690863
PD53373b_lo0163	11	75033417
PD53373b_lo0163	17	30311000
PD53373b_lo0164	1	169762133
PD53373b_lo0164	5	177338784
PD53373b_lo0164	11	32430824
PD53373b_lo0165	5	77023648
PD53373b_lo0165	13	27733689
PD53373b_lo0165	19	6845405
PD53373b_lo0167	15	57158785
PD53373b_lo0167	15	72543046
PD53373b_lo0167	17	4196579
PD53373b_lo0168	1	36707648
PD53373b_lo0168	4	54685897
PD53373b_lo0168	7	90368788
PD53373b_lo0168	11	63452214
PD53373b_lo0168	11	71923505
PD53373b_lo0169	1	155420804
PD53373b_lo0171	6	47234053
PD53373b_lo0171	12	27116433
PD53373b_lo0171	16	56461556
PD53373b_lo0171	17	45613129
PD53373b_lo0171	19	49855616
PD53373b_lo0171	20	37649323
PD53373b_lo0172	22	25129092
PD53373b_lo0172	hs37d5	27506499
PD53373b_lo0173	2	231331461
PD53373b_lo0173	6	41969029
PD53373b_lo0175	3	17110590
PD53373b_lo0175	17	2501024
PD53373b_lo0175	17	27801315
PD53373b_lo0176	10	112757453
PD53373b_lo0176	12	66251071
PD53373b_lo0176	22	50787719
PD53373b_lo0177	12	55358310
PD53373b_lo0177	14	31377614
PD53373b_lo0177	17	38399570
PD53373b_lo0177	20	33968469
PD53373b_lo0178	1	72827594
PD53373b_lo0178	6	42352645
PD53373b_lo0178	8	103239236
PD53373b_lo0178	11	46666922
PD53373b_lo0182	3	184609314
PD53373b_lo0183	12	82358890
PD53373b_lo0184	1	35552422
PD53373b_lo0184	11	65412478
PD53373b_lo0184	17	27152541
PD53373b_lo0188	5	149418657
PD53373b_lo0188	9	36461749
PD53373b_lo0188	22	24726626
PD53373b_lo0189	19	1125950
PD53373b_lo0190	1	28632553
PD53373b_lo0190	3	51462066
PD53373b_lo0190	12	100668275
PD53373b_lo0190	17	4228488
PD53373b_lo0191	2	27882772
PD53373b_lo0191	11	672815
PD53373b_lo0192	11	111508839
PD53373b_lo0192	22	30556360
PD53373b_lo0193	17	79597726
PD53373b_lo0193	18	39587674
PD53373b_lo0194	15	57158878
PD53373b_lo0194	22	36173370
PD53373b_lo0195	1	154196753
PD53373b_lo0195	12	54664641
PD53373b_lo0195	15	51767642
PD53373b_lo0195	17	38403338
PD53373b_lo0195	19	14565572
PD53373b_lo0195	X	154273379
PD53373b_lo0196	5	74802228
PD53373b_lo0196	15	42526460
PD53373b_lo0198	1	21401347
PD53373b_lo0198	1	52909449
PD53373b_lo0198	5	99912243
PD53373b_lo0198	6	36125644
PD53373b_lo0198	17	57734171
PD53373b_lo0198	18	3186518
PD53373b_lo0198	18	3614255
PD53373b_lo0203	5	77511424
PD53373b_lo0203	9	73771367
PD53373b_lo0203	X	153915802
PD53373b_lo0204	3	194887847
PD53373b_lo0207	1	204255744
PD53373b_lo0207	5	150100577
PD53373b_lo0207	22	38791079
PD53373b_lo0208	2	68792722
PD53373b_lo0208	6	34266644
PD53373b_lo0209	4	83859660
PD53373b_lo0209	11	28351911
PD53373b_lo0209	18	33059492
PD53373b_lo0209	21	25827344
PD53373b_lo0210	1	74840554
PD53373b_lo0210	7	142519161
PD53373b_lo0210	9	35011351
PD53373b_lo0210	11	67534036
PD53373b_lo0210	16	18890116
PD53373b_lo0211	9	139623866
PD53373b_lo0211	12	49842785
PD53373b_lo0211	13	44274996
PD53373b_lo0211	19	49351762
PD53373b_lo0212	1	10385329
PD53373b_lo0212	1	44309199
PD53373b_lo0212	3	48844166
PD53373b_lo0212	3	122201899
PD53373b_lo0212	7	33074690
PD53373b_lo0212	9	43093217
PD53373b_lo0212	9	69422074
PD53373b_lo0214	5	49971744
PD53373b_lo0214	6	128576554
PD53373b_lo0214	12	27766923
PD53373b_lo0214	16	71800572
PD53373b_lo0214	19	55115083
PD53373b_lo0214	X	46508581
PD53373b_lo0217	5	43621326
PD53373b_lo0217	6	62375045
PD53373b_lo0217	16	18855051
PD53373b_lo0217	22	44401663
PD53373b_lo0219	1	154196753
PD53373b_lo0219	12	54664583
PD53373b_lo0219	15	51767672
